"","state","state.fips","county","county.code","commodity","data.item","domain.category","value"
"Colorado.4399","COLORADO",8,"SAGUACHE",109,"HOGS","HOGS - INVENTORY","","56"
"Colorado.4400","COLORADO",8,"SAGUACHE",109,"HOGS","HOGS - OPERATIONS WITH SALES","","8"
"Colorado.4401","COLORADO",8,"SAGUACHE",109,"HOGS","HOGS - SALES, MEASURED IN HEAD","","44"
"Colorado.4402","COLORADO",8,"SAGUACHE",109,"SHEEP","SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY","","26"
"Colorado.4403","COLORADO",8,"SAGUACHE",109,"SHEEP","SHEEP, INCL LAMBS - INVENTORY","","3,597"
"Colorado.4404","COLORADO",8,"SAGUACHE",109,"CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","","35"
"Colorado.4405","COLORADO",8,"SAGUACHE",109,"CHICKENS","CHICKENS, LAYERS - INVENTORY","","(D)"
"Colorado.4406","COLORADO",8,"SAGUACHE",109,"WHEAT","WHEAT - OPERATIONS WITH AREA HARVESTED","","11"
"Colorado.4407","COLORADO",8,"SAGUACHE",109,"WHEAT","WHEAT - ACRES HARVESTED","","2,239"
"Colorado.4408","COLORADO",8,"SAGUACHE",109,"WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","","191,203"
"Colorado.4409","COLORADO",8,"SAGUACHE",109,"WHEAT","WHEAT, SPRING, DURUM - OPERATIONS WITH AREA HARVESTED","","4"
"Colorado.4410","COLORADO",8,"SAGUACHE",109,"WHEAT","WHEAT, SPRING, DURUM - ACRES HARVESTED","","685"
"Colorado.4411","COLORADO",8,"SAGUACHE",109,"WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU","","70,589"
"Colorado.4412","COLORADO",8,"SAGUACHE",109,"WHEAT","WHEAT, SPRING, (EXCL DURUM) - OPERATIONS WITH AREA HARVESTED","","3"
"Colorado.4413","COLORADO",8,"SAGUACHE",109,"WHEAT","WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","","(D)"
"Colorado.4414","COLORADO",8,"SAGUACHE",109,"WHEAT","WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU","","(D)"
"Colorado.4415","COLORADO",8,"SAGUACHE",109,"WHEAT","WHEAT, WINTER - OPERATIONS WITH AREA HARVESTED","","4"
"Colorado.4416","COLORADO",8,"SAGUACHE",109,"WHEAT","WHEAT, WINTER - ACRES HARVESTED","","(D)"
"Colorado.4417","COLORADO",8,"SAGUACHE",109,"WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU","","(D)"
"Colorado.4418","COLORADO",8,"SAGUACHE",109,"OATS","OATS - OPERATIONS WITH AREA HARVESTED","","2"
"Colorado.4419","COLORADO",8,"SAGUACHE",109,"OATS","OATS - ACRES HARVESTED","","(D)"
"Colorado.4420","COLORADO",8,"SAGUACHE",109,"OATS","OATS - PRODUCTION, MEASURED IN BU","","(D)"
"Colorado.4421","COLORADO",8,"SAGUACHE",109,"BARLEY","BARLEY - OPERATIONS WITH AREA HARVESTED","","34"
"Colorado.4422","COLORADO",8,"SAGUACHE",109,"BARLEY","BARLEY - ACRES HARVESTED","","14,116"
"Colorado.4423","COLORADO",8,"SAGUACHE",109,"BARLEY","BARLEY - PRODUCTION, MEASURED IN BU","","1,964,846"
"Colorado.4424","COLORADO",8,"SAGUACHE",109,"SORGHUM","SORGHUM, GRAIN - OPERATIONS WITH AREA HARVESTED","","2"
"Colorado.4425","COLORADO",8,"SAGUACHE",109,"SORGHUM","SORGHUM, GRAIN - ACRES HARVESTED","","(D)"
"Colorado.4426","COLORADO",8,"SAGUACHE",109,"SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU","","(D)"
"Colorado.4427","COLORADO",8,"SAGUACHE",109,"SORGHUM","SORGHUM, SILAGE - OPERATIONS WITH AREA HARVESTED","","1"
"Colorado.4428","COLORADO",8,"SAGUACHE",109,"SORGHUM","SORGHUM, SILAGE - ACRES HARVESTED","","(D)"
"Colorado.4429","COLORADO",8,"SAGUACHE",109,"SORGHUM","SORGHUM, SILAGE - PRODUCTION, MEASURED IN TONS","","(D)"
"Colorado.4430","COLORADO",8,"SAGUACHE",109,"HAY & HAYLAGE","HAY & HAYLAGE - OPERATIONS WITH AREA HARVESTED","","128"
"Colorado.4431","COLORADO",8,"SAGUACHE",109,"HAY & HAYLAGE","HAY & HAYLAGE - ACRES HARVESTED","","60,609"
"Colorado.4432","COLORADO",8,"SAGUACHE",109,"HAY & HAYLAGE","HAY & HAYLAGE - PRODUCTION, MEASURED IN TONS, DRY BASIS","","167,897"
"Colorado.4433","COLORADO",8,"SAGUACHE",109,"VEGETABLE TOTALS","VEGETABLE TOTALS, IN THE OPEN - OPERATIONS WITH AREA HARVESTED","","43"
"Colorado.4434","COLORADO",8,"SAGUACHE",109,"VEGETABLE TOTALS","VEGETABLE TOTALS, IN THE OPEN - ACRES HARVESTED","","19,186"
"Colorado.4435","COLORADO",8,"SAGUACHE",109,"POTATOES","POTATOES - OPERATIONS WITH AREA HARVESTED","","34"
"Colorado.4436","COLORADO",8,"SAGUACHE",109,"POTATOES","POTATOES - ACRES HARVESTED","","16,832"
"Colorado.4437","COLORADO",8,"SAGUACHE",109,"ORCHARDS","ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING","","3"
"Colorado.4438","COLORADO",8,"SAGUACHE",109,"ORCHARDS","ORCHARDS - ACRES BEARING & NON-BEARING","","(D)"
"Colorado.4439","COLORADO",8,"SAGUACHE",109,"AG LAND","AG LAND, INCL BUILDINGS - OPERATIONS WITH ASSET VALUE","","288"
"Colorado.4440","COLORADO",8,"SAN MIGUEL",113,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","","133"
"Colorado.4441","COLORADO",8,"SAN MIGUEL",113,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED: (1.0 TO 9.9 ACRES)","9"
"Colorado.4442","COLORADO",8,"SAN MIGUEL",113,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED: (10.0 TO 49.9 ACRES)","31"
"Colorado.4443","COLORADO",8,"SAN MIGUEL",113,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED: (50 TO 179 ACRES)","25"
"Colorado.4444","COLORADO",8,"SAN MIGUEL",113,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED: (180 TO 499 ACRES)","34"
"Colorado.4445","COLORADO",8,"SAN MIGUEL",113,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED: (500 TO 999 ACRES)","11"
"Colorado.4446","COLORADO",8,"SAN MIGUEL",113,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED: (1,000 OR MORE ACRES)","23"
"Colorado.4447","COLORADO",8,"SAN MIGUEL",113,"FARM OPERATIONS","FARM OPERATIONS - ACRES OPERATED","","136,062"
"Colorado.4448","COLORADO",8,"SAN MIGUEL",113,"FARM OPERATIONS","FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION","","1,023"
"Colorado.4449","COLORADO",8,"SAN MIGUEL",113,"FARM OPERATIONS","FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION, MEDIAN","","185"
"Colorado.4450","COLORADO",8,"SAN MIGUEL",113,"AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / OPERATION","","1,524,124"
"Colorado.4451","COLORADO",8,"SAN MIGUEL",113,"AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","","1,490"
"Colorado.4452","COLORADO",8,"SAN MIGUEL",113,"MACHINERY TOTALS","MACHINERY TOTALS - ASSET VALUE, MEASURED IN $","","10,513,000"
"Colorado.4453","COLORADO",8,"SAN MIGUEL",113,"MACHINERY TOTALS","MACHINERY TOTALS - ASSET VALUE, MEASURED IN $ / OPERATION","","79,047"
"Colorado.4454","COLORADO",8,"SAN MIGUEL",113,"AG LAND","AG LAND, CROPLAND - NUMBER OF OPERATIONS","","83"
"Colorado.4455","COLORADO",8,"SAN MIGUEL",113,"AG LAND","AG LAND, CROPLAND - ACRES","","14,259"
"Colorado.4456","COLORADO",8,"SAN MIGUEL",113,"AG LAND","AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS","","50"
"Colorado.4457","COLORADO",8,"SAN MIGUEL",113,"AG LAND","AG LAND, CROPLAND, HARVESTED - ACRES","","5,737"
"Colorado.4458","COLORADO",8,"SAN MIGUEL",113,"AG LAND","AG LAND, IRRIGATED - NUMBER OF OPERATIONS","","83"
"Colorado.4459","COLORADO",8,"SAN MIGUEL",113,"AG LAND","AG LAND, IRRIGATED - ACRES","","15,918"
"Colorado.4460","COLORADO",8,"SAN MIGUEL",113,"COMMODITY TOTALS","COMMODITY TOTALS - SALES, MEASURED IN $","","6,374,000"
"Colorado.4461","COLORADO",8,"SAN MIGUEL",113,"COMMODITY TOTALS","COMMODITY TOTALS - SALES, MEASURED IN $ / OPERATION","","47,923"
"Colorado.4462","COLORADO",8,"SAN MIGUEL",113,"CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","","895,000"
"Colorado.4463","COLORADO",8,"SAN MIGUEL",113,"ANIMAL TOTALS","ANIMAL TOTALS, INCL PRODUCTS - SALES, MEASURED IN $","","5,479,000"
"Colorado.4464","COLORADO",8,"SAN MIGUEL",113,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","",""
"Colorado.4465","COLORADO",8,"SAN MIGUEL",113,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","FARM SALES: (LESS THAN 2,500 $)","51"
"Colorado.4466","COLORADO",8,"SAN MIGUEL",113,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","FARM SALES: (2,500 TO 4,999 $)","15"
"Colorado.4467","COLORADO",8,"SAN MIGUEL",113,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","FARM SALES: (5,000 TO 9,999 $)","14"
"Colorado.4468","COLORADO",8,"SAN MIGUEL",113,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","FARM SALES: (10,000 TO 24,999 $)","12"
"Colorado.4469","COLORADO",8,"SAN MIGUEL",113,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","FARM SALES: (25,000 TO 49,999 $)","11"
"Colorado.4470","COLORADO",8,"SAN MIGUEL",113,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","FARM SALES: (50,000 TO 99,999 $)","8"
"Colorado.4471","COLORADO",8,"SAN MIGUEL",113,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","FARM SALES: (100,000 OR MORE $)","22"
"Colorado.4472","COLORADO",8,"SAN MIGUEL",113,"GOVT PROGRAMS","GOVT PROGRAMS, FEDERAL - OPERATIONS WITH RECEIPTS","","20"
"Colorado.4473","COLORADO",8,"SAN MIGUEL",113,"GOVT PROGRAMS","GOVT PROGRAMS, FEDERAL - RECEIPTS, MEASURED IN $","","322,000"
"Colorado.4474","COLORADO",8,"SAN MIGUEL",113,"INCOME, FARM-RELATED","INCOME, FARM-RELATED - OPERATIONS WITH RECEIPTS","","54"
"Colorado.4475","COLORADO",8,"SAN MIGUEL",113,"INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $","","1,496,000"
"Colorado.4476","COLORADO",8,"SAN MIGUEL",113,"EXPENSE TOTALS","EXPENSE TOTALS, OPERATING - EXPENSE, MEASURED IN $","","7,353,000"
"Colorado.4477","COLORADO",8,"SAN MIGUEL",113,"EXPENSE TOTALS","EXPENSE TOTALS, OPERATING - EXPENSE, MEASURED IN $ / OPERATION","","55,283"
"Colorado.4478","COLORADO",8,"SAN MIGUEL",113,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - OPERATIONS WITH NET INCOME","","133"
"Colorado.4479","COLORADO",8,"SAN MIGUEL",113,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","","839,000"
"Colorado.4480","COLORADO",8,"SAN MIGUEL",113,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $ / OPERATION","","6,309"
"Colorado.4481","COLORADO",8,"SAN MIGUEL",113,"CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","","71"
"Colorado.4482","COLORADO",8,"SAN MIGUEL",113,"CATTLE","CATTLE, INCL CALVES - INVENTORY","","9,583"
"Colorado.4483","COLORADO",8,"SAN MIGUEL",113,"CATTLE","CATTLE, COWS, BEEF - OPERATIONS WITH INVENTORY","","66"
"Colorado.4484","COLORADO",8,"SAN MIGUEL",113,"CATTLE","CATTLE, COWS, BEEF - INVENTORY","","(D)"
"Colorado.4485","COLORADO",8,"SAN MIGUEL",113,"CATTLE","CATTLE, COWS, MILK - OPERATIONS WITH INVENTORY","","1"
"Colorado.4486","COLORADO",8,"SAN MIGUEL",113,"CATTLE","CATTLE, COWS, MILK - INVENTORY","","(D)"
"Colorado.4487","COLORADO",8,"SAN MIGUEL",113,"CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH SALES","","64"
"Colorado.4488","COLORADO",8,"SAN MIGUEL",113,"CATTLE","CATTLE, INCL CALVES - SALES, MEASURED IN HEAD","","5,781"
"Colorado.4489","COLORADO",8,"SAN MIGUEL",113,"HOGS","HOGS - OPERATIONS WITH INVENTORY","","2"
"Colorado.4490","COLORADO",8,"SAN MIGUEL",113,"HOGS","HOGS - INVENTORY","","(D)"
"Colorado.4491","COLORADO",8,"SAN MIGUEL",113,"HOGS","HOGS - OPERATIONS WITH SALES","","3"
"Colorado.4492","COLORADO",8,"SAN MIGUEL",113,"HOGS","HOGS - SALES, MEASURED IN HEAD","","(D)"
"Colorado.4493","COLORADO",8,"SAN MIGUEL",113,"SHEEP","SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY","","19"
"Colorado.4494","COLORADO",8,"SAN MIGUEL",113,"SHEEP","SHEEP, INCL LAMBS - INVENTORY","","892"
"Colorado.4495","COLORADO",8,"SAN MIGUEL",113,"CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","","14"
"Colorado.4496","COLORADO",8,"SAN MIGUEL",113,"CHICKENS","CHICKENS, LAYERS - INVENTORY","","596"
"Colorado.4497","COLORADO",8,"SAN MIGUEL",113,"CHICKENS","CHICKENS, BROILERS - OPERATIONS WITH SALES","","1"
"Colorado.4498","COLORADO",8,"SAN MIGUEL",113,"CHICKENS","CHICKENS, BROILERS - SALES, MEASURED IN HEAD","","(D)"
"Colorado.4499","COLORADO",8,"SAN MIGUEL",113,"CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","","1"
"Colorado.4500","COLORADO",8,"SAN MIGUEL",113,"CORN","CORN, GRAIN - ACRES HARVESTED","","(D)"
"Colorado.4501","COLORADO",8,"SAN MIGUEL",113,"CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","","(D)"
"Colorado.4502","COLORADO",8,"SAN MIGUEL",113,"CORN","CORN, SILAGE - OPERATIONS WITH AREA HARVESTED","","4"
"Colorado.4503","COLORADO",8,"SAN MIGUEL",113,"CORN","CORN, SILAGE - ACRES HARVESTED","","526"
"Colorado.4504","COLORADO",8,"SAN MIGUEL",113,"CORN","CORN, SILAGE - PRODUCTION, MEASURED IN TONS","","11,120"
"Colorado.4505","COLORADO",8,"SAN MIGUEL",113,"WHEAT","WHEAT - OPERATIONS WITH AREA HARVESTED","","4"
"Colorado.4506","COLORADO",8,"SAN MIGUEL",113,"WHEAT","WHEAT - ACRES HARVESTED","","654"
"Colorado.4507","COLORADO",8,"SAN MIGUEL",113,"WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","","12,946"
"Colorado.4508","COLORADO",8,"SAN MIGUEL",113,"WHEAT","WHEAT, WINTER - OPERATIONS WITH AREA HARVESTED","","4"
"Colorado.4509","COLORADO",8,"SAN MIGUEL",113,"WHEAT","WHEAT, WINTER - ACRES HARVESTED","","654"
"Colorado.4510","COLORADO",8,"SAN MIGUEL",113,"WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU","","12,946"
"Colorado.4511","COLORADO",8,"SAN MIGUEL",113,"BEANS","BEANS, DRY EDIBLE, (EXCL CHICKPEAS & LIMA) - OPERATIONS WITH AREA HARVESTED","","1"
"Colorado.4512","COLORADO",8,"SAN MIGUEL",113,"BEANS","BEANS, DRY EDIBLE, (EXCL CHICKPEAS & LIMA) - ACRES HARVESTED","","(D)"
"Colorado.4513","COLORADO",8,"SAN MIGUEL",113,"BEANS","BEANS, DRY EDIBLE, (EXCL CHICKPEAS & LIMA) - PRODUCTION, MEASURED IN CWT","","(D)"
"Colorado.4514","COLORADO",8,"SAN MIGUEL",113,"HAY & HAYLAGE","HAY & HAYLAGE - OPERATIONS WITH AREA HARVESTED","","42"
"Colorado.4515","COLORADO",8,"SAN MIGUEL",113,"HAY & HAYLAGE","HAY & HAYLAGE - ACRES HARVESTED","","4,453"
"Colorado.4516","COLORADO",8,"SAN MIGUEL",113,"HAY & HAYLAGE","HAY & HAYLAGE - PRODUCTION, MEASURED IN TONS, DRY BASIS","","7,358"
"Colorado.4517","COLORADO",8,"SAN MIGUEL",113,"VEGETABLE TOTALS","VEGETABLE TOTALS, IN THE OPEN - OPERATIONS WITH AREA HARVESTED","","3"
"Colorado.4518","COLORADO",8,"SAN MIGUEL",113,"VEGETABLE TOTALS","VEGETABLE TOTALS, IN THE OPEN - ACRES HARVESTED","","(D)"
"Colorado.4519","COLORADO",8,"SAN MIGUEL",113,"POTATOES","POTATOES - OPERATIONS WITH AREA HARVESTED","","1"
"Colorado.4520","COLORADO",8,"SAN MIGUEL",113,"POTATOES","POTATOES - ACRES HARVESTED","","(D)"
"Colorado.4521","COLORADO",8,"SAN MIGUEL",113,"ORCHARDS","ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING","","4"
"Colorado.4522","COLORADO",8,"SAN MIGUEL",113,"ORCHARDS","ORCHARDS - ACRES BEARING & NON-BEARING","","4"
"Colorado.4523","COLORADO",8,"SAN MIGUEL",113,"AG LAND","AG LAND, INCL BUILDINGS - OPERATIONS WITH ASSET VALUE","","133"
"Colorado.4524","COLORADO",8,"SEDGWICK",115,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","","212"
"Colorado.4525","COLORADO",8,"SEDGWICK",115,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED: (1.0 TO 9.9 ACRES)","3"
"Colorado.4526","COLORADO",8,"SEDGWICK",115,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED: (10.0 TO 49.9 ACRES)","14"
"Colorado.4527","COLORADO",8,"SEDGWICK",115,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED: (50 TO 179 ACRES)","46"
"Colorado.4528","COLORADO",8,"SEDGWICK",115,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED: (180 TO 499 ACRES)","33"
"Colorado.4529","COLORADO",8,"SEDGWICK",115,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED: (500 TO 999 ACRES)","29"
"Colorado.4530","COLORADO",8,"SEDGWICK",115,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED: (1,000 OR MORE ACRES)","87"
"Colorado.4531","COLORADO",8,"SEDGWICK",115,"FARM OPERATIONS","FARM OPERATIONS - ACRES OPERATED","","348,739"
"Colorado.4532","COLORADO",8,"SEDGWICK",115,"FARM OPERATIONS","FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION","","1,645"
"Colorado.4533","COLORADO",8,"SEDGWICK",115,"FARM OPERATIONS","FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION, MEDIAN","","640"
"Colorado.4534","COLORADO",8,"SEDGWICK",115,"AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / OPERATION","","2,226,323"
"Colorado.4535","COLORADO",8,"SEDGWICK",115,"AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","","1,353"
"Colorado.4536","COLORADO",8,"SEDGWICK",115,"MACHINERY TOTALS","MACHINERY TOTALS - ASSET VALUE, MEASURED IN $","","68,058,000"
"Colorado.4537","COLORADO",8,"SEDGWICK",115,"MACHINERY TOTALS","MACHINERY TOTALS - ASSET VALUE, MEASURED IN $ / OPERATION","","321,028"
"Colorado.4538","COLORADO",8,"SEDGWICK",115,"AG LAND","AG LAND, CROPLAND - NUMBER OF OPERATIONS","","189"
"Colorado.4539","COLORADO",8,"SEDGWICK",115,"AG LAND","AG LAND, CROPLAND - ACRES","","228,063"
"Colorado.4540","COLORADO",8,"SEDGWICK",115,"AG LAND","AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS","","164"
"Colorado.4541","COLORADO",8,"SEDGWICK",115,"AG LAND","AG LAND, CROPLAND, HARVESTED - ACRES","","165,060"
"Colorado.4542","COLORADO",8,"SEDGWICK",115,"AG LAND","AG LAND, IRRIGATED - NUMBER OF OPERATIONS","","84"
"Colorado.4543","COLORADO",8,"SEDGWICK",115,"AG LAND","AG LAND, IRRIGATED - ACRES","","40,407"
"Colorado.4544","COLORADO",8,"SEDGWICK",115,"COMMODITY TOTALS","COMMODITY TOTALS - SALES, MEASURED IN $","","93,851,000"
"Colorado.4545","COLORADO",8,"SEDGWICK",115,"COMMODITY TOTALS","COMMODITY TOTALS - SALES, MEASURED IN $ / OPERATION","","442,692"
"Colorado.4546","COLORADO",8,"SEDGWICK",115,"CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","","46,232,000"
"Colorado.4547","COLORADO",8,"SEDGWICK",115,"ANIMAL TOTALS","ANIMAL TOTALS, INCL PRODUCTS - SALES, MEASURED IN $","","47,619,000"
"Colorado.4548","COLORADO",8,"SEDGWICK",115,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","",""
"Colorado.4549","COLORADO",8,"SEDGWICK",115,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","FARM SALES: (LESS THAN 2,500 $)","29"
"Colorado.4550","COLORADO",8,"SEDGWICK",115,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","FARM SALES: (2,500 TO 4,999 $)","20"
"Colorado.4551","COLORADO",8,"SEDGWICK",115,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","FARM SALES: (5,000 TO 9,999 $)","5"
"Colorado.4552","COLORADO",8,"SEDGWICK",115,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","FARM SALES: (10,000 TO 24,999 $)","14"
"Colorado.4553","COLORADO",8,"SEDGWICK",115,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","FARM SALES: (25,000 TO 49,999 $)","21"
"Colorado.4554","COLORADO",8,"SEDGWICK",115,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","FARM SALES: (50,000 TO 99,999 $)","18"
"Colorado.4555","COLORADO",8,"SEDGWICK",115,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","FARM SALES: (100,000 OR MORE $)","105"
"Colorado.4556","COLORADO",8,"SEDGWICK",115,"GOVT PROGRAMS","GOVT PROGRAMS, FEDERAL - OPERATIONS WITH RECEIPTS","","173"
"Colorado.4557","COLORADO",8,"SEDGWICK",115,"GOVT PROGRAMS","GOVT PROGRAMS, FEDERAL - RECEIPTS, MEASURED IN $","","4,776,000"
"Colorado.4558","COLORADO",8,"SEDGWICK",115,"INCOME, FARM-RELATED","INCOME, FARM-RELATED - OPERATIONS WITH RECEIPTS","","125"
"Colorado.4559","COLORADO",8,"SEDGWICK",115,"INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $","","3,554,000"
"Colorado.4560","COLORADO",8,"SEDGWICK",115,"EXPENSE TOTALS","EXPENSE TOTALS, OPERATING - EXPENSE, MEASURED IN $","","84,447,000"
"Colorado.4561","COLORADO",8,"SEDGWICK",115,"EXPENSE TOTALS","EXPENSE TOTALS, OPERATING - EXPENSE, MEASURED IN $ / OPERATION","","398,335"
"Colorado.4562","COLORADO",8,"SEDGWICK",115,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - OPERATIONS WITH NET INCOME","","212"
"Colorado.4563","COLORADO",8,"SEDGWICK",115,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","","17,734,000"
"Colorado.4564","COLORADO",8,"SEDGWICK",115,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $ / OPERATION","","83,649"
"Colorado.4565","COLORADO",8,"SEDGWICK",115,"CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","","84"
"Colorado.4566","COLORADO",8,"SEDGWICK",115,"CATTLE","CATTLE, INCL CALVES - INVENTORY","","16,849"
"Colorado.4567","COLORADO",8,"SEDGWICK",115,"CATTLE","CATTLE, COWS, BEEF - OPERATIONS WITH INVENTORY","","66"
"Colorado.4568","COLORADO",8,"SEDGWICK",115,"CATTLE","CATTLE, COWS, BEEF - INVENTORY","","6,041"
"Colorado.4569","COLORADO",8,"SEDGWICK",115,"CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH SALES","","73"
"Colorado.4570","COLORADO",8,"SEDGWICK",115,"CATTLE","CATTLE, INCL CALVES - SALES, MEASURED IN HEAD","","13,532"
"Colorado.4571","COLORADO",8,"SEDGWICK",115,"HOGS","HOGS - OPERATIONS WITH INVENTORY","","2"
"Colorado.4572","COLORADO",8,"SEDGWICK",115,"HOGS","HOGS - INVENTORY","","(D)"
"Colorado.4573","COLORADO",8,"SEDGWICK",115,"HOGS","HOGS - OPERATIONS WITH SALES","","3"
"Colorado.4574","COLORADO",8,"SEDGWICK",115,"HOGS","HOGS - SALES, MEASURED IN HEAD","","(D)"
"Colorado.4575","COLORADO",8,"SEDGWICK",115,"SHEEP","SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY","","2"
"Colorado.4576","COLORADO",8,"SEDGWICK",115,"SHEEP","SHEEP, INCL LAMBS - INVENTORY","","(D)"
"Colorado.4577","COLORADO",8,"SEDGWICK",115,"CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","","8"
"Colorado.4578","COLORADO",8,"SEDGWICK",115,"CHICKENS","CHICKENS, LAYERS - INVENTORY","","357"
"Colorado.4579","COLORADO",8,"SEDGWICK",115,"CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","","73"
"Colorado.4580","COLORADO",8,"SEDGWICK",115,"CORN","CORN, GRAIN - ACRES HARVESTED","","58,960"
"Colorado.4581","COLORADO",8,"SEDGWICK",115,"CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","","8,446,067"
"Colorado.4582","COLORADO",8,"SEDGWICK",115,"CORN","CORN, SILAGE - OPERATIONS WITH AREA HARVESTED","","7"
"Colorado.4583","COLORADO",8,"SEDGWICK",115,"CORN","CORN, SILAGE - ACRES HARVESTED","","1,250"
