state,county,ag_land_cropland_acres,ag_land_cropland_number_of_operations,ag_land_cropland_harvested_acres,ag_land_cropland_harvested_number_of_operations,ag_land_incl_buildings_asset_value_measured_in_$_acre,ag_land_incl_buildings_asset_value_measured_in_$_operation,ag_land_incl_buildings_operations_with_asset_value,ag_land_irrigated_acres,ag_land_irrigated_number_of_operations,animal_totals_incl_products_sales_measured_in_$,barley_acres_harvested,barley_operations_with_area_harvested,barley_production_measured_in_bu,beans_dry_edible_(excl_chickpeas_&_lima)_acres_harvested,beans_dry_edible_(excl_chickpeas_&_lima)_operations_with_area_harvested,beans_dry_edible_(excl_chickpeas_&_lima)_production_measured_in_cwt,cattle_cows_beef_inventory,cattle_cows_beef_operations_with_inventory,cattle_cows_milk_inventory,cattle_cows_milk_operations_with_inventory,cattle_incl_calves_inventory,cattle_incl_calves_operations_with_inventory,cattle_incl_calves_operations_with_sales,cattle_incl_calves_sales_measured_in_head,chickens_broilers_operations_with_sales,chickens_broilers_sales_measured_in_head,chickens_layers_inventory,chickens_layers_operations_with_inventory,commodity_totals_operations_with_sales,commodity_totals_sales_measured_in_$,commodity_totals_sales_measured_in_$_operation,corn_grain_acres_harvested,corn_grain_operations_with_area_harvested,corn_grain_production_measured_in_bu,corn_silage_acres_harvested,corn_silage_operations_with_area_harvested,corn_silage_production_measured_in_tons,crop_totals_sales_measured_in_$,expense_totals_operating_expense_measured_in_$,expense_totals_operating_expense_measured_in_$_operation,farm_operations_acres_operated,farm_operations_area_operated_measured_in_acres_operation,farm_operations_area_operated_measured_in_acres_operation_median,farm_operations_number_of_operations,govt_programs_federal_operations_with_receipts,govt_programs_federal_receipts_measured_in_$,hay_&_haylage_acres_harvested,hay_&_haylage_operations_with_area_harvested,hay_&_haylage_production_measured_in_tons_dry_basis,hogs_inventory,hogs_operations_with_inventory,hogs_operations_with_sales,hogs_sales_measured_in_head,income_farm_related_operations_with_receipts,income_farm_related_receipts_measured_in_$,income_net_cash_farm_of_operations_net_income_measured_in_$,income_net_cash_farm_of_operations_net_income_measured_in_$_operation,income_net_cash_farm_of_operations_operations_with_net_income,machinery_totals_asset_value_measured_in_$,machinery_totals_asset_value_measured_in_$_operation,oats_acres_harvested,oats_operations_with_area_harvested,oats_production_measured_in_bu,orchards_acres_bearing_&_non_bearing,orchards_operations_with_area_bearing_&_non_bearing,potatoes_acres_harvested,potatoes_operations_with_area_harvested,sheep_incl_lambs_inventory,sheep_incl_lambs_operations_with_inventory,sorghum_grain_acres_harvested,sorghum_grain_operations_with_area_harvested,sorghum_grain_production_measured_in_bu,sorghum_silage_acres_harvested,sorghum_silage_operations_with_area_harvested,sorghum_silage_production_measured_in_tons,soybeans_acres_harvested,soybeans_operations_with_area_harvested,soybeans_production_measured_in_bu,sugarbeets_acres_harvested,sugarbeets_operations_with_area_harvested,sugarbeets_production_measured_in_tons,sunflower_acres_harvested,sunflower_operations_with_area_harvested,sunflower_production_measured_in_lb,sweet_potatoes_acres_harvested,sweet_potatoes_operations_with_area_harvested,vegetable_totals_in_the_open_acres_harvested,vegetable_totals_in_the_open_operations_with_area_harvested,wheat_acres_harvested,wheat_operations_with_area_harvested,wheat_production_measured_in_bu,wheat_spring_(excl_durum)_acres_harvested,wheat_spring_(excl_durum)_operations_with_area_harvested,wheat_spring_(excl_durum)_production_measured_in_bu,wheat_spring_durum_acres_harvested,wheat_spring_durum_operations_with_area_harvested,wheat_spring_durum_production_measured_in_bu,wheat_winter_acres_harvested,wheat_winter_operations_with_area_harvested,wheat_winter_production_measured_in_bu
south dakota,charles mix,"451,000",598,"397,907",509,"2,788","2,850,723",671,"13,380",39,"142,153,000",160,4,"4,800",0,0,0,"45,920",302,906,10,"115,465",336,322,"69,552",4,0,800,37,130,"262,114,000","390,633","118,035",331,"14,552,060","17,224",105,"159,447","119,962,000","228,907,000","341,143","685,988","1,022",465,671,594,"9,733,000","58,084",356,"155,434","96,226",16,21,"514,283",484,"14,528,000","57,468,000","85,645",671,"235,060,000","350,312","1,567",17,"116,473",0,0,0,2,"7,878",41,"6,472",18,"361,529",617,5,"14,860","147,560",368,"6,586,828",0,0,0,"2,897",7,"5,593,325",0,0,0,7,"44,489",131,"2,608,927","2,307",11,"58,712",0,0,0,"42,182",128,"2,550,215"
south dakota,clark,"444,844",511,"400,622",408,"3,150","3,428,717",553,"17,607",44,"118,681,000",0,0,0,0,0,0,0,219,0,5,"67,264",236,231,"53,406",1,0,"1,228",16,144,"267,581,000","483,871","158,712",273,"24,013,022","5,496",64,"70,661","148,899,000","228,066,000","412,416","602,011","1,089",520,553,455,"7,415,000","31,592",248,"76,191","84,339",12,11,"599,320",434,"16,608,000","63,538,000","114,896",553,"160,661,000","290,526",832,10,"64,823",0,0,0,2,"2,071",20,0,1,0,0,0,0,"179,895",277,"7,905,336",0,0,0,"1,040",4,"2,600,000",0,0,0,3,"21,279",84,"1,211,855","17,541",82,"968,710",0,0,0,"3,738",14,"243,145"
south dakota,clay,"221,206",430,"204,924",348,"4,702","2,380,474",472,"28,116",89,"13,437,000",0,0,0,0,0,0,0,93,0,1,"14,338",103,97,"8,426",4,230,573,31,138,"113,093,000","239,604","93,558",271,"16,698,229","1,378",30,"22,427","99,657,000","86,211,000","182,651","238,940",506,205,472,384,"4,754,000","12,129",145,"44,897","11,021",17,18,"41,417",304,"7,957,000","39,593,000","83,884",472,"141,513,000","299,816",177,4,"14,728",0,4,0,2,"1,602",26,0,1,0,336,10,"5,040","96,904",249,"5,015,609",0,0,0,0,0,0,0,1,9,8,415,6,"20,529",78,3,"1,727",0,0,0,337,4,"18,802"
south dakota,codington,"268,043",481,"230,280",410,"3,467","2,210,441",601,"8,226",24,"66,912,000",0,0,0,0,0,0,"16,731",185,"3,520",11,"47,560",220,202,"29,542",0,0,643,31,202,"155,878,000","259,365","75,042",198,"12,799,417","9,376",62,"163,715","88,966,000","122,112,000","203,181","383,166",638,152,601,352,"7,928,000","29,144",291,"76,530",0,5,8,"42,267",362,"8,723,000","50,417,000","83,889",601,"130,984,000","217,944","1,765",32,"177,226",0,1,0,0,0,22,0,0,0,0,0,0,"91,395",206,"4,156,592",0,0,0,0,0,0,0,0,8,4,"21,082",104,"1,204,601","18,900",95,"1,075,757",0,0,0,"2,182",19,"128,844"
south dakota,corson,"398,555",266,"292,697",231,919,"3,675,545",322,0,1,"83,460,000",0,2,0,0,0,0,0,240,0,2,"111,546",248,238,"70,603",0,0,603,23,33,"116,952,000","363,206","37,229",69,"2,909,141","7,076",37,"47,326","33,492,000","108,368,000","336,547","1,287,507","3,998","2,270",322,258,"6,905,000","124,094",212,"142,854",0,1,1,0,213,"7,301,000","22,790,000","70,777",322,"104,693,000","325,133","2,645",16,"81,167",0,0,0,0,0,5,0,0,0,808,4,"1,975","9,984",19,"176,923",0,0,0,"45,946",51,"71,295,436",0,0,0,0,"58,532",70,"1,406,453","45,513",68,"1,008,445","1,500",3,"27,000","11,519",22,"371,008"
south dakota,custer,"49,435",271,"34,331",239,"1,596","2,213,944",441,"3,872",31,"24,678,000",0,0,0,0,0,0,"20,344",231,20,9,"28,656",248,218,"20,746",0,0,839,58,157,"26,632,000","60,391","2,188",14,"68,940",0,1,0,"1,955,000","23,202,000","52,611","611,805","1,387",160,441,167,"1,641,000","30,597",227,"30,294",3,3,6,78,165,"2,084,000","7,155,000","16,225",441,"38,085,000","86,361",0,0,0,0,0,0,0,101,7,198,3,"9,096",0,0,0,0,0,0,0,0,0,590,3,"545,652",0,0,0,1,704,6,"20,522",0,1,0,0,0,0,0,5,0
south dakota,davison,"212,393",377,"192,356",337,"3,398","1,983,497",463,"2,709",15,"41,585,000",0,0,0,0,0,0,"12,202",163,"1,350",11,"24,399",181,188,"14,337",2,0,787,36,139,"107,665,000","232,539","74,095",163,"9,590,577","5,050",31,"51,642","66,080,000","83,177,000","179,647","270,256",584,160,463,279,"4,987,000","24,608",260,"51,693","28,236",11,13,"237,241",259,"7,282,000","36,757,000","79,390",463,"103,768,000","224,120",429,13,"31,968",0,1,0,1,"1,025",24,230,3,"11,900",0,2,0,"81,180",165,"3,589,945",0,0,0,0,1,0,0,0,0,2,"6,496",34,"401,732",514,7,"23,100",0,0,0,"5,982",31,"378,632"
south dakota,day,"456,455",504,"392,578",366,"2,645","2,779,344",581,"1,301",10,"31,500,000",0,0,0,0,1,0,"17,390",180,"1,932",15,"38,702",192,194,"21,920",0,0,483,20,197,"183,980,000","316,661","147,852",225,"24,267,969","3,577",46,"54,504","152,480,000","151,565,000","260,869","610,611","1,051",329,581,461,"13,431,000","26,466",241,"59,330",6,3,3,60,415,"12,335,000","58,181,000","100,139",581,"160,001,000","275,390","1,105",22,"66,978",0,1,1,3,501,12,0,0,0,0,0,0,"184,075",249,"7,620,195",0,0,0,"1,687",3,"3,927,958",0,1,5,3,"26,576",111,"1,225,206","25,338",109,"1,166,945",0,0,0,"1,238",8,"58,261"
south dakota,deuel,"223,776",546,"190,336",391,"3,448","1,823,780",634,527,11,"114,874,000",0,0,0,0,0,0,"20,218",224,"7,624",16,"65,537",262,254,"45,287",1,0,0,35,234,"184,909,000","291,654","64,421",242,"10,459,201","10,437",63,"180,695","70,035,000","157,590,000","248,565","335,322",529,195,634,468,"4,029,000","26,921",267,"91,757","54,216",11,10,"213,382",475,"17,160,000","48,508,000","76,511",634,"131,264,000","207,041","2,797",36,"298,333",13,4,(z),4,"2,990",36,0,1,0,0,0,0,"77,471",225,"3,314,265",0,0,0,0,0,0,0,0,16,6,"7,824",58,"506,876","7,454",56,0,0,0,0,370,3,0
south dakota,dewey,"195,586",209,"129,016",188,970,"3,555,413",310,0,1,"45,054,000",0,2,0,0,0,0,0,230,0,2,"64,394",232,229,"45,689",1,0,261,13,39,"58,712,000","189,394","18,482",48,"1,334,160","2,820",18,"21,126","13,658,000","51,130,000","164,934","1,136,564","3,666","1,700",310,258,"5,510,000","72,693",179,"79,275",0,1,2,0,193,"11,923,000","25,015,000","80,694",310,"80,483,000","259,622","1,728",10,"81,004",0,0,0,0,800,9,"1,232",8,"59,228",110,4,"1,849","2,508",5,"77,434",0,0,0,"12,026",30,"23,233,500",0,0,0,0,"15,903",32,"396,528","11,704",32,"238,074",0,0,0,"4,199",10,"158,454"
south dakota,douglas,"214,714",336,"190,476",293,"3,721","2,607,726",392,"1,789",15,"80,353,000",0,0,0,0,0,0,"15,449",169,310,8,"44,353",198,192,"36,730",2,0,0,16,60,"144,630,000","368,954","77,028",222,"9,667,668","3,778",46,"57,189","64,277,000","124,761,000","318,268","274,755",701,355,392,299,"4,604,000","21,022",211,"53,835","62,802",21,21,"452,470",321,"7,829,000","32,302,000","82,404",392,"128,328,000","327,367","1,589",13,"147,703",0,0,0,0,"3,503",31,550,5,"72,785",119,3,"2,520","81,353",218,"3,277,116",0,0,0,0,1,0,0,0,0,0,"4,894",38,"311,638",0,1,0,0,0,0,0,37,0
south dakota,edmunds,"569,487",325,"514,439",278,"2,460","5,223,055",348,"5,792",5,"84,064,000",0,2,0,0,0,0,0,143,0,2,"53,358",145,150,"47,438",1,0,208,8,58,"237,694,000","683,029","172,578",192,"20,987,419","7,104",46,"71,587","153,630,000","214,895,000","617,513","739,006","2,124","1,078",348,290,"6,569,000","35,860",162,"54,834","27,413",9,11,"85,522",241,"12,137,000","41,506,000","119,270",348,"191,820,000","551,208",646,6,"41,912",0,0,0,0,597,6,0,0,0,0,1,0,"251,359",203,"8,702,131",0,0,0,"3,300",5,"5,274,168",0,0,0,0,"42,152",59,"1,239,111","40,353",58,"1,198,609",0,0,0,"1,799",6,"40,502"
south dakota,fall river,"68,739",185,"47,226",162,716,"2,048,121",314,"9,273",45,"83,837,000",0,0,0,0,0,0,"49,386",193,6,4,"61,856",207,189,"72,514",3,78,"1,298",50,87,"87,087,000","277,347","1,919",16,"270,569",0,1,0,"3,250,000","74,659,000","237,767","898,071","2,860",711,314,156,"2,368,000","40,110",148,"67,128",59,12,6,53,148,"2,350,000","17,147,000","54,608",314,"35,559,000","113,245",183,4,"7,000",0,3,0,2,"1,882",33,0,1,0,0,2,0,0,0,0,0,0,0,888,6,"990,000",0,0,9,4,"2,722",7,"71,816",0,0,0,0,0,0,"2,722",7,"71,816"
south dakota,faulk,"408,359",252,"364,999",228,"2,547","5,489,770",291,0,5,"55,861,000",0,0,0,0,0,0,0,144,0,3,"49,823",148,148,"34,458",0,0,114,4,30,"163,954,000","563,417","121,429",173,"14,942,387","4,585",43,"58,838","108,093,000","142,401,000","489,351","627,164","2,155","1,390",291,241,"12,360,000","38,398",155,"53,938","63,332",3,4,"132,156",211,"10,829,000","44,742,000","153,754",291,"122,571,000","421,205",483,4,"34,817",0,1,0,1,732,7,648,4,0,0,1,0,"166,167",180,"6,265,496",0,0,0,"4,280",14,"9,751,942",0,0,0,3,"28,400",66,"797,816","25,916",63,"703,548",0,0,0,"2,484",15,"94,268"
south dakota,grant,"307,747",483,"283,987",397,"3,729","2,864,773",554,"5,218",17,"116,933,000",0,0,0,0,2,0,"18,718",208,"17,697",15,"70,998",240,223,"44,983",6,201,651,35,132,"235,442,000","424,986","103,363",235,"18,343,053","14,024",48,"295,442","118,509,000","198,630,000","358,539","425,627",768,242,554,386,"4,192,000","39,269",248,"132,029","1,380",8,8,0,382,"8,927,000","49,931,000","90,128",554,"186,530,000","336,697",714,8,"86,574",0,2,0,1,889,20,0,0,0,0,0,0,"109,149",254,"4,770,994",0,0,0,0,2,0,0,0,0,2,"14,704",95,"893,901","12,604",86,"782,529",502,5,"17,042","1,598",8,"94,330"
south dakota,gregory,"226,113",435,"191,649",396,"1,879","2,134,179",495,297,4,"50,379,000",0,0,0,0,0,0,"38,647",299,534,17,"83,935",308,303,"40,218",0,0,113,8,66,"93,063,000","188,005","47,093",189,"5,215,503","4,860",32,"41,806","42,683,000","75,253,000","152,026","562,085","1,136",480,495,399,"4,617,000","73,400",358,"129,800",0,2,2,0,345,"6,757,000","29,183,000","58,956",495,"103,143,000","208,369","2,320",19,"145,879",9,3,0,0,361,9,329,8,"16,740",446,7,"5,372","48,608",151,"2,075,352",0,0,0,0,3,"1,219,617",0,0,0,2,"13,828",52,"730,308",524,6,"16,600",0,0,0,"13,304",50,"713,708"
south dakota,haakon,"323,940",239,"190,737",189,923,"3,646,592",293,0,2,"51,768,000",996,3,"94,620","1,593",3,"33,453","48,747",210,22,13,"90,937",215,218,"49,826",2,0,212,20,34,"77,337,000","263,948","34,876",41,"1,797,413","4,590",18,"24,265","25,569,000","66,912,000","228,367","1,157,670","3,951","2,033",293,246,"7,822,000","58,218",174,"67,754",35,8,9,22,197,"8,446,000","26,694,000","91,105",293,"75,497,000","257,669","1,389",6,"41,596",0,0,0,0,"1,850",8,"8,470",21,"422,792","2,140",13,"8,420","8,094",5,"336,194",0,0,0,"18,062",31,"25,767,639",0,0,0,0,"45,923",56,"1,472,577","14,554",29,"351,349",0,0,0,"31,369",44,"1,121,228"
south dakota,hamlin,"249,634",419,"221,708",333,"3,926","2,557,064",476,"9,015",24,"82,550,000",0,0,0,0,0,0,"11,475",149,"8,471",23,"50,007",195,187,"27,196",2,0,751,41,140,"179,768,000","377,664","93,529",212,"16,899,798","8,797",57,"146,262","97,218,000","151,888,000","319,093","310,025",651,167,476,330,"3,100,000","13,210",184,"39,417","15,841",14,7,0,330,"10,328,000","41,308,000","86,782",476,"144,998,000","304,618","2,016",21,"209,743",0,0,0,0,"1,510",23,640,5,"46,720",0,0,0,"95,265",230,"4,439,180",0,0,0,0,2,0,0,0,0,0,"5,679",28,"439,889","5,170",25,"398,544",0,0,0,509,5,"41,345"
south dakota,hand,"578,039",363,"521,841",307,"2,056","4,545,489",405,"2,605",11,"82,036,000",0,1,0,0,0,0,0,191,0,3,"101,899",203,203,"59,466",0,0,218,13,89,"224,455,000","554,210","149,949",202,"17,594,118","15,274",75,"172,262","142,419,000","210,119,000","518,813","895,347","2,211","1,000",405,338,"12,357,000","78,015",226,"98,558",0,3,3,0,281,"18,537,000","45,229,000","111,678",405,"184,854,000","456,429",0,4,0,0,0,0,0,"1,555",13,"3,574",11,"196,834",973,9,"5,598","243,929",208,"8,310,058",0,0,0,"16,658",29,"33,599,924",0,0,0,0,"12,722",44,"452,217","10,228",39,"333,122",0,0,0,"2,494",20,"119,095"
south dakota,hanson,"225,992",303,"210,853",249,"4,322","3,516,095",333,"5,076",7,"50,711,000",0,0,0,0,0,0,"13,108",135,723,9,"29,462",148,141,"20,606",2,0,633,17,79,"132,793,000","398,778","92,874",187,"14,188,421","2,446",24,"31,995","82,082,000","108,876,000","326,954","270,935",814,400,333,254,"5,966,000","11,114",152,"27,190","42,453",10,11,"79,756",223,"6,389,000","36,273,000","108,927",333,"123,418,000","370,625",403,5,"30,855",0,0,0,0,728,15,25,4,"2,300",135,3,900,"100,077",201,"4,454,132",0,0,0,0,0,0,0,0,0,0,"3,579",19,"212,259",0,1,0,0,0,0,0,18,0
south dakota,harding,"184,604",174,"96,615",140,665,"3,683,948",265,"1,107",15,"55,784,000",896,5,"24,084",0,0,0,"49,265",207,43,17,"73,242",223,213,"50,015",0,0,354,16,33,"63,368,000","239,125","4,649",14,"259,798",690,8,"3,619","7,584,000","55,315,000","208,735","1,467,765","5,539","2,700",265,178,"6,699,000","58,474",137,"42,011",0,0,0,0,173,"5,424,000","20,176,000","76,134",265,"60,566,000","228,551",260,4,"5,805",0,0,0,0,"23,922",47,0,0,0,0,0,0,0,0,0,0,0,0,"2,272",6,"2,486,400",0,0,0,0,"21,328",20,"570,504","19,693",17,"525,583",0,1,0,0,4,0
south dakota,hughes,"262,987",236,"184,497",198,"1,891","2,611,187",315,"11,468",27,"26,735,000",0,0,0,0,0,0,"13,879",109,0,0,"23,654",116,105,"16,947",0,0,420,25,98,"70,275,000","223,095","35,453",81,"3,749,803","2,849",16,"15,002","43,540,000","71,682,000","227,563","435,033","1,381",341,315,200,"6,354,000","27,246",134,"37,174",0,5,5,0,154,"10,173,000","15,120,000","47,999",315,"83,676,000","265,639",330,4,"12,669",0,2,0,2,"1,220",5,"6,477",27,"442,670","1,374",10,"17,353","25,252",63,"835,663",0,0,0,"43,288",63,"78,797,977",0,2,50,4,"33,587",63,"929,615","17,220",54,"410,614",0,0,0,"16,367",46,"519,001"
south dakota,hutchinson,"363,750",700,"327,021",565,"4,495","2,642,567",775,"7,344",35,"138,861,000",0,0,0,0,0,0,"30,221",297,"2,310",22,"84,099",344,325,"59,740",9,0,"1,658",31,192,"270,014,000","348,405","141,570",408,"21,649,407","11,239",116,"185,947","131,153,000","225,483,000","290,946","455,628",588,237,775,639,"9,766,000","26,410",349,"92,108","145,125",36,38,"383,316",569,"14,830,000","69,127,000","89,196",775,"235,983,000","304,494",685,19,"75,039",0,2,0,1,"3,767",54,0,1,0,99,3,"1,660","144,480",425,"6,567,181",0,0,0,0,0,0,0,0,16,4,"2,489",32,"161,909",0,2,0,0,0,0,0,30,0
south dakota,hyde,"219,914",146,"171,676",134,"1,527","4,438,942",174,0,2,"26,896,000",0,0,0,0,0,0,"21,616",91,12,4,"43,124",97,94,"24,915",0,0,175,11,37,"64,899,000","372,984","35,461",63,"3,770,613","9,160",21,"86,032","38,003,000","58,767,000","337,743","505,694","2,906","1,200",174,132,"4,401,000","36,116",99,"36,490",0,2,2,0,109,"4,085,000","14,618,000","84,012",174,"61,085,000","351,062","1,887",9,"76,988",0,0,0,0,925,9,"5,255",16,"306,532",721,6,"5,301","28,759",43,"907,787",0,0,0,"34,913",49,"61,941,116",0,0,0,0,"14,357",24,"500,476","11,007",23,"350,315",0,0,0,"3,350",14,"150,161"
south dakota,jackson,"185,533",233,"114,233",207,875,"3,248,165",314,274,5,"44,858,000",0,0,0,0,0,0,"42,937",251,25,18,"66,396",263,254,"47,453",0,0,442,20,35,"52,439,000","167,002","9,895",25,"528,028","1,690",6,"14,905","7,581,000","42,948,000","136,776","1,166,244","3,714","1,882",314,211,"4,724,000","68,420",196,"48,133",10,6,4,14,168,"3,631,000","17,846,000","56,834",314,"51,793,000","164,945",0,1,0,0,0,0,1,56,4,0,2,0,"2,160",3,"10,800","1,548",7,0,0,0,0,"5,368",13,"4,881,644",0,0,0,1,"22,733",33,"661,690","6,435",12,"127,984",0,0,0,"16,298",29,"533,706"
south dakota,jerauld,"219,801",210,"195,650",164,"2,391","3,348,353",244,"3,022",10,"61,711,000",0,0,0,0,0,0,"17,927",115,0,0,"46,926",132,128,"41,068",0,0,249,6,47,"112,543,000","461,244","60,280",81,"6,583,442","8,861",32,"59,947","50,832,000","111,497,000","456,955","341,627","1,400",478,244,196,"3,271,000","27,160",120,"38,964",0,3,3,0,175,"6,594,000","10,912,000","44,719",244,"92,312,000","378,327",0,2,0,0,0,0,0,"3,264",12,673,8,"37,443","1,040",11,"10,600","81,445",102,"2,861,938",0,0,0,"5,734",5,"9,629,900",0,0,0,1,"7,577",20,"267,680","1,805",9,"43,949",0,0,0,"5,772",16,"223,731"
south dakota,jones,"233,783",166,"178,612",143,"1,143","3,680,881",192,0,1,"25,729,000","2,200",5,"100,000",0,0,0,"26,363",99,8,4,"44,486",99,104,"25,342",0,0,133,7,31,"57,891,000","301,516","30,790",38,"3,085,982",528,5,"4,080","32,162,000","49,322,000","256,884","618,468","3,221","1,850",192,160,"3,245,000","50,611",121,"53,700",0,0,0,0,126,"2,954,000","14,768,000","76,917",192,"62,099,000","323,434","1,981",11,"107,859",0,0,0,0,0,0,"24,107",36,"1,566,689",0,0,0,"1,783",11,"46,492",0,0,0,"28,394",43,"47,585,721",0,0,0,0,"36,587",44,"1,064,914","14,352",31,"357,545",0,0,0,"22,235",35,"707,369"
south dakota,kingsbury,"391,197",479,"356,452",440,"3,810","3,941,833",518,"2,621",17,"113,352,000",0,0,0,0,0,0,"24,397",195,"1,085",4,"78,501",222,211,"75,518",6,270,0,29,71,"257,855,000","497,789","146,876",339,"24,467,633","7,114",62,"113,249","144,503,000","196,661,000","379,654","535,987","1,035",480,518,365,"3,492,000","28,878",238,"83,922",0,2,5,"18,006",381,"7,271,000","71,957,000","138,913",518,"190,393,000","367,554","2,575",32,"201,841",0,0,0,2,"9,739",52,0,0,0,0,2,0,"158,404",345,"6,993,505",0,0,0,0,2,0,0,2,5,6,"11,064",47,"631,542","5,849",38,"261,719",0,0,0,"5,215",21,"369,823"
south dakota,lake,"225,644",408,"203,422",344,"5,121","3,014,550",463,"8,181",13,"62,411,000",0,0,0,0,0,0,"10,176",151,"1,414",4,"30,914",166,155,"21,825",2,0,"1,193",15,115,"161,876,000","349,624","95,888",242,"17,270,695","4,427",47,"80,114","99,465,000","132,095,000","285,303","272,529",589,180,463,353,"2,755,000","11,471",162,"34,346","55,061",15,16,"164,070",318,"6,423,000","38,958,000","84,143",463,"138,593,000","299,337","1,187",21,"106,300",0,3,0,1,"2,294",19,0,0,0,0,0,0,"88,906",247,"4,675,130",0,0,0,0,0,0,0,0,0,2,892,12,"62,646",512,9,"30,346",0,0,0,380,3,"32,300"
south dakota,lawrence,"33,608",211,"23,023",189,"1,789","1,073,421",275,"4,443",53,"11,147,000",0,1,0,0,0,0,"9,206",99,0,0,"16,608",107,108,"9,046",0,0,485,21,106,"13,083,000","47,575",540,6,"9,000",0,1,0,"1,936,000","12,198,000","44,356","165,012",600,84,275,51,"452,000","22,349",183,"31,426",0,0,2,0,157,"1,574,000","2,911,000","10,586",275,"28,439,000","103,416",0,1,0,10,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,0,2,0,0,2,0,0,0,0,0,0,0
south dakota,lincoln,"267,866",664,"252,973",575,"6,906","2,692,014",756,"2,123",24,"82,330,000",0,0,0,0,0,0,"4,955",157,"5,728",9,"36,494",199,185,"29,568",1,0,"1,803",62,220,"204,790,000","270,887","118,690",366,"20,101,014","4,872",53,"107,943","122,460,000","173,361,000","229,314","294,694",390,140,756,529,"6,210,000","8,325",264,"25,754","40,388",22,26,"114,459",469,"10,948,000","48,587,000","64,269",756,"143,605,000","189,954",274,8,"20,330",0,2,0,2,"3,269",25,0,2,0,300,6,"6,000","120,091",387,"6,019,133",0,0,0,0,0,0,0,0,42,16,0,0,0,0,0,0,0,0,0,0,0,0
south dakota,lyman,"419,157",376,"284,093",285,"1,651","3,792,074",414,0,6,"42,706,000",0,0,0,0,1,0,"37,948",176,14,4,"70,791",184,187,"39,554",0,0,330,13,95,"97,042,000","234,401","42,088",97,"3,890,414","3,535",17,"23,655","54,336,000","90,821,000","219,375","950,795","2,297",735,414,371,"12,929,000","64,845",219,"85,027",0,1,1,0,274,"8,777,000","27,927,000","67,457",414,"124,497,000","300,717",777,4,"42,440",0,0,0,1,172,3,"42,470",86,"2,609,026",676,6,"3,686","23,057",39,"759,175",0,0,0,"29,044",66,"47,348,224",0,0,0,1,"65,618",82,"2,120,812","15,421",50,"397,142",0,0,0,"50,197",70,"1,723,670"
south dakota,marshall,"343,430",448,"278,897",330,"2,814","2,939,925",503,716,9,"162,709,000",0,1,0,0,0,0,0,186,0,3,"92,515",204,194,"66,987",1,0,0,17,168,"270,689,000","538,148","100,584",181,"16,904,147","11,688",82,"183,660","107,979,000","228,599,000","454,471","525,474","1,045",338,503,409,"8,489,000","32,427",230,"82,082","51,558",9,10,"87,568",359,"11,717,000","62,295,000","123,848",503,"161,684,000","321,438","1,112",15,"89,280",0,0,0,0,"1,882",21,0,0,0,0,0,0,"124,285",205,"5,271,706",0,0,0,0,2,0,0,0,0,5,"7,260",34,"376,859",0,32,0,0,0,0,0,2,0
south dakota,mccook,"294,253",459,"271,326",359,"4,367","3,131,091",512,39,5,"73,244,000",0,0,0,0,0,0,"16,035",192,"3,002",11,"46,764",221,204,"32,065",1,0,992,20,134,"195,940,000","382,695","115,113",262,"19,345,165","8,134",78,"130,157","122,696,000","152,184,000","297,235","367,087",717,312,512,431,"5,726,000","19,404",218,"51,273","52,008",23,23,"201,873",384,"7,474,000","56,956,000","111,242",512,"138,758,000","271,011","1,289",15,"129,706",0,1,0,2,"1,313",25,0,1,0,0,2,0,"126,400",271,"6,557,189",0,0,0,0,0,0,0,0,26,6,556,6,"35,817",0,1,0,0,0,0,0,5,0
south dakota,mcpherson,"383,940",350,"286,770",286,"2,154","4,077,571",382,"1,330",11,"76,805,000","1,250",6,"62,164",0,0,0,0,201,0,1,"83,092",202,200,"41,854",1,0,"1,984",12,81,"140,212,000","367,046","64,814",132,"8,190,760","10,912",56,"126,049","63,407,000","115,627,000","302,687","723,073","1,893",840,382,326,"4,087,000","79,074",238,"120,166","60,966",5,7,"169,020",269,"10,931,000","39,603,000","103,672",382,"138,691,000","363,067","2,764",22,"112,728",9,3,0,0,"6,462",9,"1,200",3,"96,924",0,1,0,"91,452",140,"2,982,036",0,0,0,"6,032",19,"11,374,602",0,0,0,0,"26,659",66,"911,013",0,66,0,0,0,0,0,2,0
south dakota,meade,"394,758",565,"204,457",460,951,"2,277,231",835,"5,298",46,"87,844,000","1,385",12,"28,913",0,0,0,"79,459",505,40,16,"125,017",534,509,"84,505",3,135,"2,185",92,201,"99,167,000","118,763","2,762",16,"159,387","4,631",19,"25,197","11,324,000","93,328,000","111,770","1,998,775","2,394",640,835,437,"11,199,000","147,998",451,"116,280",67,6,6,82,448,"10,647,000","27,685,000","33,156",835,"141,118,000","169,003",334,6,"11,911",0,2,0,3,"9,399",50,"3,686",7,"245,137","1,485",9,"6,168",0,0,0,0,0,0,"7,299",3,"5,177,000",0,0,5,5,"23,754",26,"668,572","6,849",14,"102,848",0,0,0,"16,905",20,"565,724"
